context_id|question|answer|Type|侧重逻辑 (Rationale)
597|Which magazine is published in the United Kingdom, Bella or Al Jamila?|Bella|Comparative|结构与语义的平衡博弈
598|Who owns a licensed brand that seeks to engage the private sector in raising awareness and funds to help eliminate HIV/AIDS in eight African countries, who's partner is a Dutch sports and clothing company, which sells alpine sking and tennis equipment?|RED|Reasoning|结构主导，多跳路径发现
599|Them Crooked Vultures and The Vines are both part of what music genres?|Rock|Comparative|结构与语义的平衡博弈
600|Who was the former wife of the American musician who led the band Kings of Rhythm?|Tina Turner|Reasoning|结构主导，多跳路径发现
601|Are Mary Doria Russell and James Joyce both novelists?|yes|Comparative|结构与语义的平衡博弈
602|James Clark McReynolds (February 3, 1862 – August 24, 1946) was an American lawyer and judge who served as United States Attorney General under President Woodrow Wilson and as an Associate Justice of the United States Supreme Court, he served on the Court, during the presidency of which 30th President of the United States (1923–29)?|John Calvin Coolidge Jr.|Reasoning|结构主导，多跳路径发现
603|Which star in The Pokrovsky Gate was also a director and occasional singer?|Oleg Menshikov|Reasoning|结构主导，多跳路径发现
604|Who directed the movie that Olympia Dukakis won an Academy Award for?|Norman Jewison|Reasoning|结构主导，多跳路径发现
605|"Skyler Elizabeth Day (born August 2, 1991) is an American actress and singer, best known for her recurring roles as Maggie Ritter on the series ""Gigantic"", on TeenNick is an American digital cable and satellite television channel that is owned by Nickelodeon Group, a unit of the Viacom Media Networks division of Viacom, aimed primarily at teenagers aged what span?"|13-18|Reasoning|结构主导，多跳路径发现
606|"When was the English disc jockey who hosted ""The Voice UK"" born?"|18 March 1985|Reasoning|结构主导，多跳路径发现
607|6 Interpretations included the songwriter who performed in what band from 1985 to 1995?|Requiem in White|Reasoning|结构主导，多跳路径发现
608|What year did the namesake of Fort Davis, Alaska die?|1879|Reasoning|结构主导，多跳路径发现
609|The Warlock in Spite of Himself is a science fantasy novel by American author Christopher Stasheff, published in 1969, the title is a play on the title of which French playwright and actor, known by what stage name?|Molière|Reasoning|结构主导，多跳路径发现
610|What piece was composed in 1937 for the American Bandmasters Association and has a melody similar to Green Bushes?|Lincolnshire Posy|Retrieval|语义优先，兼顾实体锚点
611|Feodor Chin voices the character of Zenyatta from a game by a developer an publisher based in what city and state?|Irvine, California|Reasoning|结构主导，多跳路径发现
612|In what year did the Britain Burma Society founded under the distinguished patronage of  Earl Mountbatten of Burma, Sir Hubert Rance whose formal prefix Sir was strictly governed by law and custom as an honorific address?|1957|Retrieval|语义优先，兼顾实体锚点
613|Pete Mount was the father of the American Basketball Player who was the first high school athlete on the cover of which publication?|Sports Illustrated|Reasoning|结构主导，多跳路径发现
614|"What is the best known song of the artist who originally recorded the song ""A Thousand Times a Day""?"|He Stopped Loving Her Today|Reasoning|结构主导，多跳路径发现
615|Of the film directors Kenji Mizoguchi and Andrzej Żuławski, which one often went against mainstream commercialism in his films?|Andrzej Żuławski|Comparative|结构与语义的平衡博弈
616|What Indian politician hosted a Hindi language Indian television talk show?|Smriti Malhotra|Retrieval|语义优先，兼顾实体锚点
617|Jessica, is the second single from York-based rock band Elliot Minor, the band wrote this song out of their affection for which American actress and businesswoman?|Jessica Marie Alba|Reasoning|结构主导，多跳路径发现
618|How many people were killed by a van bomb by the man Inga Bejer Engh prosecuted in a high profile 2012 trial?|eight|Reasoning|结构主导，多跳路径发现
619|The Jargon Society has published books by the founder and primary theorist of what group of poets?|Objectivist|Reasoning|结构主导，多跳路径发现
620|"Restoration literature is the English literature written during the historical period commonly referred to as the English Restoration (1660–1689), which corresponds to the last years of the direct Stuart reign, it saw Locke's ""Treatises of Government"", the founding of the Royal Society, the experiments and holy meditations of Robert William Boyle, was an Anglo-Irish natural philosopher, chemist, physicist and inventor born in Lismore, County Waterford, in which location?"|Ireland|Retrieval|语义优先，兼顾实体锚点
621|John Martin & Co. is responsible for the pageant that has been known as what since 1996?|Credit Union Christmas Pageant|Retrieval|语义优先，兼顾实体锚点
622|Who directed Revolver, the 2005 crime thriller starring the English actor Jason Statham?|Guy Ritchie|Retrieval|语义优先，兼顾实体锚点
623|What sport does Pieter Nys and Fortuna Sittard have in common?|football|Comparative|结构与语义的平衡博弈
624|What British comedy film starred Robin Weaver?|The Inbetweeners 2|Retrieval|语义优先，兼顾实体锚点
625|Whitney Williams has a chair on the board of a non-profit with Ben Affleck and what other company?|williamsworks|Reasoning|结构主导，多跳路径发现
626|Which painter created the 'Beguiling of Merlin' and was closely associated with the later part of the Pre-Raphaelite movement?|Edward Burne-Jones|Retrieval|语义优先，兼顾实体锚点
627|Nikolaas Tinbergen shared the 1973 Nobel in Medicine with the zoologist who was of what nationality?|Austrian|Reasoning|结构主导，多跳路径发现
628|In what conference is the University that had a coach born on September 9th, 1960?|the Big 12 Conference|Reasoning|结构主导，多跳路径发现
629|Oliver Boot had a role in the Moliere-based film that was first performed in what year?|1664|Reasoning|结构主导，多跳路径发现
630|"""Your Love Had Taken Me That High"" is a song recorded by a singer that received a string of Country Music Association awards for duets with who?"|Loretta Lynn|Reasoning|结构主导，多跳路径发现
631|How far north from Salzburg is the Austrian village that shares a name with a controversial German Pilsner or pale lager?|33 km|Reasoning|结构主导，多跳路径发现
632|The Grinch is a fictional character created by an author that died in what year?|1991|Reasoning|结构主导，多跳路径发现
633|Were Nikos Koundouros and Curtis Hanson both film directors?|yes|Comparative|结构与语义的平衡博弈
634|Qwirkle and Evo, are which type of entertainment?|game|Comparative|结构与语义的平衡博弈
635|What Emmy Award winner worked on Miles from Home?|Gary Sinise|Retrieval|语义优先，兼顾实体锚点
636|Who replaced the Peabody Award winner, made famous for his NPR flagship program, in 2004?|Renée Montagne|Reasoning|结构主导，多跳路径发现
637|What show is an American-Canadian drama starring Scott Lowell playing Ted Schmidt?|Queer as Folk|Retrieval|语义优先，兼顾实体锚点
638|"""HMS ""Sussex"" was an 80-gun third-rate ship, of the line of the English Royal Navy, for which sovereign state on the island of Great Britain from the 10th century—when it emerged from various Anglo-Saxon kingdoms—until 1707, when it united with Scotland to form the Kingdom of Great Britain?"|Kingdom of England|Retrieval|语义优先，兼顾实体锚点
639|Arthur bell as an amateur cricketer player for what league known for employing professional players.|Lancashire League|Retrieval|语义优先，兼顾实体锚点
640|In what year was the woman whose former chief of staff was Rachel Noerdlinger born?|1954|Reasoning|结构主导，多跳路径发现
641|In regards to the album that had, according to Dave Grohl, his favourite song he has ever written, when was it released?|April 12, 2011|Reasoning|结构主导，多跳路径发现
642|True Williams was the first to illustrate which title character of a Mark Twain novel?|"Thomas ""Tom"" Sawyer"|Retrieval|语义优先，兼顾实体锚点
643|KKWQ-FM is a local radio station covering which area, that is a coextensive with Angle Township?|The Northwest Angle|Reasoning|结构主导，多跳路径发现
644|Who worked for both the Security Service and the Secret Intelligence Service, and began writing novels under his pen name, Audre Lorde or John le Carré?|David John Moore Cornwell|Comparative|结构与语义的平衡博弈
645|When did the British/Irish digital television channel, which features Spliced, first launch?|22 July 2002|Reasoning|结构主导，多跳路径发现
646|The Oxus cobra contains what kind of ions for their venom to be active?|magnesium|Retrieval|语义优先，兼顾实体锚点
647|The team Kevin Goldthwaite last played for play their home games at Providence Park since what year?|2011|Reasoning|结构主导，多跳路径发现
648|Are Naser Mestarihi and Justin Sane both singer-songwriters?|yes|Comparative|结构与语义的平衡博弈
649|Abeliophyllum and Brillantaisia, are types of what?|plants|Comparative|结构与语义的平衡博弈
